"","Start DateTime","Region","System","Activity","End DateTime Diff","Capacity","Network Traffic","End DateTime"
"477",2016-03-09 21:14:55,"Asia","Email","Service Down",28097,0.6,"Medium",2016-03-10 05:03:12
"478",2016-06-24 14:23:20,"Americas","Custom Application","Install",27715,0.6,"Medium",2016-06-24 22:05:15
"479",2016-05-23 09:00:21,"Americas","Custom Application","Install",25502,0.5,"Medium",2016-05-23 16:05:23
"480",2016-11-26 11:18:02,"Europe","Server","Update",22943,0.7,"High",2016-11-26 17:40:25
"481",2016-02-27 02:19:15,"Asia","Custom Application","Install",24631,0.5,"Medium",2016-02-27 09:09:46
"482",2016-10-17 12:34:58,"Europe","Custom Application","Update",24275,0.4,"Medium",2016-10-17 19:19:33
"483",2016-11-13 12:43:24,"Europe","Server","Service Down",25544,0.8,"Medium",2016-11-13 19:49:08
"484",2016-05-27 14:16:09,"Americas","Custom Application","Install",23298,0.4,"Medium",2016-05-27 20:44:27
"485",2016-09-07 15:19:45,"Americas","Custom Application","Update",24695,0.4,"Medium",2016-09-07 22:11:20
"486",2016-09-23 04:22:41,"Americas","Network","Install",25626,0.3,"Medium",2016-09-23 11:29:47
"487",2016-06-02 00:07:09,"Americas","Custom Application","Update",25391,0.5,"Medium",2016-06-02 07:10:20
"488",2016-07-24 23:42:05,"Asia","Network","Update",28320,0.3,"Medium",2016-07-25 07:34:05
"489",2016-10-23 22:54:15,"Americas","Email","Install",29270,0.4,"Medium",2016-10-24 07:02:05
"490",2016-08-29 18:58:19,"Americas","Email","Update",25576,0.4,"Medium",2016-08-30 02:04:35
"491",2016-01-24 04:40:11,"Africa","Network","Install",27568,0.2,"Medium",2016-01-24 12:19:39
"492",2016-02-24 12:34:22,"Asia","Email","Install",28561,0.4,"Medium",2016-02-24 20:30:23
"493",2016-12-22 04:51:53,"Americas","Email","Service Down",30030,0.5,"Medium",2016-12-22 13:12:23
"494",2016-04-12 10:27:26,"Asia","Email","Install",27335,0.3,"Medium",2016-04-12 18:03:01
"495",2016-07-18 08:32:30,"Americas","Email","Update",29748,0.3,"Medium",2016-07-18 16:48:18
"496",2016-07-13 07:11:40,"Americas","Email","Update",30355,0.4,"Medium",2016-07-13 15:37:35
"497",2016-06-04 02:30:10,"Asia","Email","Update",26004,0.6,"Medium",2016-06-04 09:43:34
"498",2016-10-08 06:41:49,"Europe","Custom Application","Update",27262,0.6,"Medium",2016-10-08 14:16:11
"499",2016-11-13 16:05:10,"Americas","Email","Update",24222,0.4,"Medium",2016-11-13 22:48:52
"500",2016-07-17 09:38:08,"Americas","Custom Application","Update",25387,0.6,"Medium",2016-07-17 16:41:15
"501",2016-06-21 23:06:38,"Americas","Email","Install",26648,0.4,"Medium",2016-06-22 06:30:46
"502",2016-07-13 10:47:03,"Americas","Email","Install",26778,0.4,"Medium",2016-07-13 18:13:21
"503",2016-08-15 05:21:49,"Americas","Custom Application","Service Down",24913,0.7,"High",2016-08-15 12:17:02
"504",2016-08-05 11:28:43,"Americas","Email","Update",27491,0.5,"Medium",2016-08-05 19:06:54
"505",2016-04-18 10:35:32,"Americas","Custom Application","Update",27732,0.4,"Medium",2016-04-18 18:17:44
"506",2016-06-30 05:25:49,"Asia","Network","Update",30955,0.3,"Low",2016-06-30 14:01:44
"507",2016-12-26 08:32:31,"Europe","Custom Application","Service Down",24185,0.6,"High",2016-12-26 15:15:36
"508",2017-01-16 18:50:06,"Australia","Server","Service Down",27386,0.6,"Medium",2017-01-17 02:26:32
"509",2016-10-09 09:22:53,"Americas","Custom Application","Service Down",26374,0.7,"Medium",2016-10-09 16:42:27
"510",2016-04-06 09:34:38,"Asia","Custom Application","Update",25581,0.6,"Medium",2016-04-06 16:40:59
"511",2016-11-09 21:35:53,"Europe","Custom Application","Update",24359,0.5,"High",2016-11-10 04:21:52
"512",2016-05-27 00:48:00,"Asia","Email","Update",27197,0.4,"Medium",2016-05-27 08:21:17
"513",2016-05-14 05:59:22,"Americas","Email","Update",24141,0.4,"Medium",2016-05-14 12:41:43
"514",2016-07-12 10:23:01,"Americas","Custom Application","Update",23624,0.5,"High",2016-07-12 16:56:45
"515",2016-11-23 21:39:19,"Americas","Custom Application","Service Down",22672,0.6,"High",2016-11-24 03:57:11
"516",2016-03-11 02:55:17,"Asia","Email","Update",25326,0.6,"Medium",2016-03-11 09:57:23
"517",2016-09-01 20:38:45,"Americas","Email","Service Down",26146,0.6,"Medium",2016-09-02 03:54:31
"518",2016-12-13 15:02:02,"Americas","Email","Update",25754,0.5,"Medium",2016-12-13 22:11:16
"519",2016-11-19 21:40:41,"Europe","Email","Install",23222,0.3,"Medium",2016-11-20 04:07:43
"520",2016-02-19 10:21:14,"Asia","Network","Security Test",27055,0.2,"Medium",2016-02-19 17:52:09
"521",2017-01-15 06:11:11,"Europe","Custom Application","Service Down",25753,0.5,"Medium",2017-01-15 13:20:24
"522",2016-12-10 15:36:11,"Europe","Custom Application","Update",21461,0.5,"High",2016-12-10 21:33:52
"523",2016-02-22 20:56:07,"Americas","Custom Application","Install",24718,0.6,"Medium",2016-02-23 03:48:05
"524",2016-07-13 01:20:02,"Asia","Network","Install",33198,0.3,"Low",2016-07-13 10:33:20
"525",2016-10-10 21:07:22,"Americas","Email","Service Down",26617,0.5,"Medium",2016-10-11 04:30:59
"526",2016-01-30 03:34:06,"Africa","Email","Install",24649,0.5,"Medium",2016-01-30 10:24:55
"527",2016-10-23 22:49:06,"Americas","Email","Service Down",27589,0.5,"Medium",2016-10-24 06:28:55
"528",2016-06-17 12:39:23,"Americas","Email","Install",28449,0.3,"Medium",2016-06-17 20:33:32
"529",2016-05-02 06:09:42,"Americas","Server","Update",23818,0.7,"High",2016-05-02 12:46:40
"530",2016-11-06 23:33:58,"Europe","Server","Update",25345,0.6,"Medium",2016-11-07 06:36:23
"531",2017-01-03 08:49:47,"Europe","Custom Application","Update",22534,0.3,"High",2017-01-03 15:05:21
"532",2016-09-04 03:25:19,"Americas","Email","Update",27605,0.4,"Medium",2016-09-04 11:05:24
"533",2016-09-20 10:27:18,"Americas","Custom Application","Update",27881,0.7,"Medium",2016-09-20 18:11:59
"534",2016-03-16 20:56:25,"Asia","Network","Update",28638,0.3,"Medium",2016-03-17 04:53:43
"535",2016-04-12 08:03:44,"Asia","Email","Install",26229,0.4,"Medium",2016-04-12 15:20:53
"536",2016-08-20 05:12:38,"Americas","Custom Application","Service Down",28941,0.7,"Medium",2016-08-20 13:14:59
"537",2016-04-21 03:04:13,"Americas","Custom Application","Update",26461,0.6,"Medium",2016-04-21 10:25:14
"538",2016-05-04 05:54:42,"Americas","Custom Application","Update",27871,0.5,"Medium",2016-05-04 13:39:13
"539",2017-01-02 08:02:55,"Europe","Server","Service Down",23489,0.6,"High",2017-01-02 14:34:24
"540",2016-05-12 13:22:22,"Americas","Email","Update",26427,0.2,"Medium",2016-05-12 20:42:49
"541",2016-10-03 16:27:12,"Americas","Email","Service Down",26369,0.5,"Medium",2016-10-03 23:46:41
"542",2017-01-13 00:33:07,"Europe","Custom Application","Service Down",27248,0.6,"Medium",2017-01-13 08:07:15
"543",2016-01-27 01:47:36,"Africa","Email","Install",24706,0.4,"Medium",2016-01-27 08:39:22
"544",2016-04-14 00:06:04,"Americas","Custom Application","Install",27036,0.6,"Medium",2016-04-14 07:36:40
"545",2016-03-14 10:36:38,"Asia","Email","Update",28301,0.5,"Medium",2016-03-14 18:28:19
"546",2016-10-02 14:05:32,"Europe","Server","Update",29440,0.6,"Medium",2016-10-02 22:16:12
"547",2016-05-21 08:53:21,"Asia","Email","Update",28458,0.4,"Medium",2016-05-21 16:47:39
"548",2016-07-07 22:17:26,"Americas","Email","Update",28496,0.4,"Medium",2016-07-08 06:12:22
"549",2016-07-17 18:32:23,"Americas","Email","Install",26189,0.4,"Medium",2016-07-18 01:48:52
"550",2016-12-30 07:54:31,"Americas","Email","Service Down",26988,0.4,"Medium",2016-12-30 15:24:19
"551",2016-02-11 14:18:35,"Asia","Email","Install",24921,0.4,"Medium",2016-02-11 21:13:56
"552",2016-09-06 04:39:49,"Americas","Email","Update",27913,0.4,"Medium",2016-09-06 12:25:02
"553",2016-12-18 15:06:47,"Australia","Server","Service Down",24055,0.7,"High",2016-12-18 21:47:42
"554",2016-12-11 11:53:33,"Americas","Network","Update",25753,0.3,"Medium",2016-12-11 19:02:46
"555",2016-05-10 00:21:40,"Americas","Custom Application","Update",27447,0.7,"Medium",2016-05-10 07:59:07
"556",2016-07-05 05:36:50,"Americas","Custom Application","Service Down",28444,0.6,"Medium",2016-07-05 13:30:54
"557",2016-03-28 19:46:45,"Americas","Custom Application","Update",25156,0.6,"Medium",2016-03-29 02:46:01
"558",2016-05-02 14:54:05,"Americas","Server","Install",23883,0.6,"High",2016-05-02 21:32:08
"559",2017-01-09 19:58:48,"Europe","Custom Application","Service Down",26290,0.7,"Medium",2017-01-10 03:16:58
"560",2016-07-26 04:30:46,"Americas","Network","Update",28175,0.2,"Medium",2016-07-26 12:20:21
"561",2016-07-29 23:15:23,"Europe","Server","Update",26092,0.7,"High",2016-07-30 06:30:15
"562",2017-01-14 06:29:44,"Australia","Custom Application","Service Down",26241,0.4,"Medium",2017-01-14 13:47:05
"563",2016-07-13 23:07:17,"Americas","Email","Service Down",29987,0.5,"Medium",2016-07-14 07:27:04
"564",2016-06-23 04:03:40,"Asia","Network","Update",25628,0.3,"Medium",2016-06-23 11:10:48
"565",2016-12-29 00:15:14,"Europe","Custom Application","Service Down",23989,0.5,"Medium",2016-12-29 06:55:03
"566",2016-05-13 04:40:12,"Americas","Server","Install",22640,0.8,"High",2016-05-13 10:57:32
"567",2016-06-16 06:31:59,"Americas","Custom Application","Service Down",28323,0.6,"Medium",2016-06-16 14:24:02
"568",2016-09-14 12:12:20,"Americas","Custom Application","Update",27642,0.6,"Medium",2016-09-14 19:53:02
"569",2016-02-15 23:51:47,"Americas","Custom Application","Install",29160,0.4,"Medium",2016-02-16 07:57:47
"570",2016-03-20 10:03:50,"Americas","Server","Update",25228,0.9,"High",2016-03-20 17:04:18
"571",2016-08-10 07:01:03,"Americas","Email","Update",28571,0.5,"Medium",2016-08-10 14:57:14
"572",2016-06-07 18:29:07,"Americas","Server","Update",22049,0.6,"High",2016-06-08 00:36:36
"573",2017-01-07 14:36:13,"Australia","Server","Update",22327,0.6,"High",2017-01-07 20:48:20
"574",2016-10-22 03:36:50,"Americas","Email","Update",27580,0.5,"Medium",2016-10-22 11:16:30
"575",2016-02-07 16:38:31,"Americas","Server","Install",29223,0.6,"Medium",2016-02-08 00:45:34
"576",2016-09-29 09:39:07,"Europe","Custom Application","Install",23341,0.3,"Medium",2016-09-29 16:08:08
"577",2016-04-15 01:05:51,"Americas","Custom Application","Update",27850,0.6,"Medium",2016-04-15 08:50:01
"578",2016-05-07 11:13:45,"Americas","Custom Application","Update",22757,0.6,"High",2016-05-07 17:33:02
"579",2017-01-15 17:57:49,"Australia","Server","Update",22231,0.6,"High",2017-01-16 00:08:20
"580",2016-10-03 13:49:06,"Americas","Custom Application","Update",28453,0.7,"Medium",2016-10-03 21:43:19
"581",2016-03-30 02:45:24,"Asia","Email","Update",26165,0.4,"Medium",2016-03-30 10:01:29
"582",2016-12-11 17:07:40,"Europe","Server","New Release",24486,0.7,"High",2016-12-11 23:55:46
"583",2016-03-17 06:09:36,"Asia","Email","Update",29200,0.5,"Medium",2016-03-17 14:16:16
"584",2016-12-18 21:46:42,"Europe","Email","Update",23244,0.4,"Medium",2016-12-19 04:14:06
"585",2016-12-25 03:32:37,"Americas","Email","Update",23699,0.3,"Medium",2016-12-25 10:07:36
"586",2016-06-01 22:20:44,"Americas","Custom Application","Service Down",25037,0.6,"High",2016-06-02 05:18:01
"587",2016-09-15 09:09:50,"Americas","Email","Update",27005,0.4,"Medium",2016-09-15 16:39:55
"588",2016-01-22 15:09:03,"Africa","Email","Install",28495,0.5,"Medium",2016-01-22 23:03:58
"589",2016-06-07 02:45:46,"Asia","Email","Update",28546,0.5,"Medium",2016-06-07 10:41:32
"590",2016-10-31 14:00:27,"Americas","Custom Application","Update",25250,0.7,"Medium",2016-10-31 21:01:17
"591",2016-05-07 21:00:31,"Asia","Network","Update",27975,0.4,"Medium",2016-05-08 04:46:46
"592",2016-08-06 06:10:48,"Americas","Custom Application","Update",26931,0.6,"Medium",2016-08-06 13:39:39
"593",2017-01-14 02:57:29,"Australia","Custom Application","Service Down",26523,0.5,"Medium",2017-01-14 10:19:32
"594",2016-09-18 00:32:54,"Americas","Email","Install",25162,0.5,"Medium",2016-09-18 07:32:16
"595",2016-12-28 21:01:34,"Australia","Server","Update",19929,0.6,"High",2016-12-29 02:33:43
"596",2016-04-30 08:08:29,"Americas","Server","Install",19550,0.5,"High",2016-04-30 13:34:19
"597",2016-08-30 07:30:02,"Americas","Custom Application","Update",26552,0.6,"Medium",2016-08-30 14:52:34
"598",2016-02-14 13:48:17,"Asia","Email","Update",28452,0.5,"Medium",2016-02-14 21:42:29
"599",2016-05-10 09:36:31,"Asia","Network","Security Test",24933,0,"Medium",2016-05-10 16:32:04
"600",2016-08-03 13:50:48,"Americas","Email","Update",26959,0.4,"Medium",2016-08-03 21:20:07
"601",2016-11-27 03:16:09,"Americas","Email","Update",21518,0.3,"High",2016-11-27 09:14:47
"602",2016-03-23 01:38:24,"Asia","Email","Install",29631,0.4,"Medium",2016-03-23 09:52:15
"603",2016-05-21 22:52:55,"Americas","Custom Application","Install",25700,0.6,"Medium",2016-05-22 06:01:15
"604",2016-08-21 15:34:40,"Americas","Email","Update",25748,0.4,"Medium",2016-08-21 22:43:48
"605",2016-09-07 20:55:09,"Americas","Email","Update",27616,0.4,"Medium",2016-09-08 04:35:25
"606",2016-04-19 13:18:04,"Americas","Email","Install",30339,0.4,"Medium",2016-04-19 21:43:43
"607",2016-02-01 05:09:34,"Asia","Network","Install",29845,0.3,"Low",2016-02-01 13:26:59
"608",2016-09-15 08:14:51,"Europe","Custom Application","Update",26103,0.5,"Medium",2016-09-15 15:29:54
"609",2016-02-14 08:31:46,"Asia","Email","Install",30247,0.4,"Low",2016-02-14 16:55:53
"610",2016-02-23 17:14:08,"Asia","Email","Update",27294,0.4,"Medium",2016-02-24 00:49:02
"611",2016-12-12 00:26:47,"Americas","Email","Service Down",28950,0.5,"Medium",2016-12-12 08:29:17
"612",2016-12-07 10:48:58,"Australia","Data Center","Update",22270,0.8,"High",2016-12-07 17:00:08
"613",2016-03-29 22:02:29,"Asia","Custom Application","Update",28754,0.6,"Medium",2016-03-30 06:01:43
"614",2016-03-15 11:45:34,"Asia","Network","Install",28893,0.3,"Medium",2016-03-15 19:47:07
"615",2016-05-25 11:44:28,"Asia","Network","Service Down",31451,0.4,"Low",2016-05-25 20:28:39
"616",2016-06-08 17:08:21,"Americas","Custom Application","Install",25295,0.4,"Medium",2016-06-09 00:09:56
"617",2016-02-19 11:12:13,"Asia","Custom Application","Update",22811,0.6,"High",2016-02-19 17:32:24
"618",2016-02-14 18:52:35,"Asia","Email","Install",25446,0.5,"Medium",2016-02-15 01:56:41
"619",2016-02-09 18:26:13,"Asia","Email","Update",28039,0.5,"Medium",2016-02-10 02:13:32
"620",2016-09-02 00:27:31,"Americas","Custom Application","Service Down",21933,0.6,"High",2016-09-02 06:33:04
"621",2016-10-20 12:06:13,"Europe","Server","Update",24001,0.6,"High",2016-10-20 18:46:14
"622",2016-09-12 15:18:38,"Europe","Custom Application","Update",26276,0.6,"Medium",2016-09-12 22:36:34
"623",2016-09-17 06:12:33,"Europe","Server","Service Down",22484,0.6,"High",2016-09-17 12:27:17
"624",2016-07-16 17:42:31,"Americas","Custom Application","Update",27497,0.6,"Medium",2016-07-17 01:20:48
"625",2016-10-24 07:23:26,"Europe","Server","Service Down",24712,0.7,"High",2016-10-24 14:15:18
"626",2016-02-09 12:44:01,"Americas","Server","Install",22726,0.6,"High",2016-02-09 19:02:47
"627",2016-09-21 04:25:57,"Asia","Network","Update",32131,0.3,"Low",2016-09-21 13:21:28
"628",2016-08-27 08:25:49,"Americas","Custom Application","Update",25562,0.5,"Medium",2016-08-27 15:31:51
"629",2016-03-05 09:57:36,"Asia","Custom Application","Update",29683,0.7,"Medium",2016-03-05 18:12:19
"630",2016-02-16 02:48:23,"Asia","Email","Install",27740,0.5,"Medium",2016-02-16 10:30:43
"631",2017-01-11 14:08:29,"Europe","Custom Application","Service Down",23225,0.5,"Medium",2017-01-11 20:35:34
"632",2016-05-18 04:27:37,"Americas","Email","Update",28034,0.5,"Medium",2016-05-18 12:14:51
"633",2017-01-09 20:08:57,"Europe","Email","Service Down",29255,0.4,"Medium",2017-01-10 04:16:32
"634",2016-06-24 12:53:58,"Europe","Custom Application","Install",26776,0.5,"Medium",2016-06-24 20:20:14
"635",2016-09-03 07:25:13,"Europe","Server","Update",23296,0.7,"High",2016-09-03 13:53:29
"636",2016-11-28 17:29:21,"Europe","Custom Application","New Release",24545,0.7,"High",2016-11-29 00:18:26
"637",2017-01-09 15:35:04,"Europe","Server","Update",20056,0.6,"High",2017-01-09 21:09:20
"638",2016-02-06 11:14:17,"Americas","Server","Update",27763,0.7,"Medium",2016-02-06 18:57:00
"639",2016-07-17 02:47:32,"Americas","Email","Update",25294,0.3,"Medium",2016-07-17 09:49:06
"640",2016-06-21 22:06:12,"Americas","Custom Application","Service Down",25771,0.5,"Medium",2016-06-22 05:15:43
"641",2016-05-27 13:23:41,"Europe","Server","Install",25441,0.4,"Medium",2016-05-27 20:27:42
"642",2016-03-06 06:12:49,"Asia","Network","Update",31843,0.3,"Low",2016-03-06 15:03:32
"643",2016-09-26 23:17:15,"Americas","Custom Application","Update",24505,0.7,"Medium",2016-09-27 06:05:40
"644",2016-01-29 18:34:39,"Asia","Custom Application","Update",30622,0.6,"Medium",2016-01-30 03:05:01
"645",2016-12-25 15:31:26,"Europe","Custom Application","Update",30460,0.6,"Medium",2016-12-25 23:59:06
"646",2016-04-30 23:59:18,"Asia","Network","Update",27161,0.3,"Medium",2016-05-01 07:31:59
"647",2016-07-20 08:33:59,"Americas","Custom Application","Update",24895,0.6,"Medium",2016-07-20 15:28:54
"648",2016-01-26 02:55:34,"Africa","Email","Install",26781,0.4,"Medium",2016-01-26 10:21:55
"649",2016-05-25 11:30:59,"Asia","SaaS Application","Install",31666,0.2,"Low",2016-05-25 20:18:45
"650",2016-07-15 15:03:58,"Americas","Custom Application","Install",26585,0.7,"Medium",2016-07-15 22:27:03
"651",2016-09-10 18:53:16,"Asia","SaaS Application","Install",27332,0.2,"Medium",2016-09-11 02:28:48
"652",2016-07-08 11:07:27,"Americas","Email","Update",26864,0.5,"Medium",2016-07-08 18:35:11
"653",2016-03-07 02:28:08,"Asia","Email","Update",26510,0.4,"Medium",2016-03-07 09:49:58
"654",2016-08-10 22:50:28,"Europe","Custom Application","Update",23476,0.5,"High",2016-08-11 05:21:44
"655",2016-10-23 12:54:37,"Americas","Email","Update",24396,0.2,"Medium",2016-10-23 19:41:13
"656",2016-02-18 10:43:41,"Asia","Custom Application","Install",29479,0.7,"Medium",2016-02-18 18:55:00
"657",2016-02-17 10:26:17,"Asia","Email","Install",29131,0.4,"Medium",2016-02-17 18:31:48
"658",2016-03-15 23:41:10,"Asia","Email","Install",24794,0.3,"Medium",2016-03-16 06:34:24
"659",2016-05-14 13:30:22,"Americas","Custom Application","Update",26060,0.5,"Medium",2016-05-14 20:44:42
"660",2016-08-17 01:31:47,"Europe","Server","Update",28783,0.7,"Medium",2016-08-17 09:31:30
"661",2016-09-11 03:24:25,"Asia","Network","Update",30656,0.3,"Low",2016-09-11 11:55:21
"662",2016-05-14 14:16:51,"Americas","Custom Application","Install",22874,0.4,"High",2016-05-14 20:38:05
"663",2016-06-18 23:42:52,"Americas","Custom Application","Service Down",26661,0.6,"Medium",2016-06-19 07:07:13
"664",2016-10-08 07:52:44,"Americas","Custom Application","Update",26391,0.5,"Medium",2016-10-08 15:12:35
"665",2016-09-28 15:23:38,"Americas","Network","Update",28546,0.2,"Medium",2016-09-28 23:19:24
"666",2016-09-15 20:14:04,"Americas","Custom Application","Update",24100,0.5,"High",2016-09-16 02:55:44
"667",2017-01-11 17:46:04,"Europe","Email","Service Down",25938,0.5,"Medium",2017-01-12 00:58:22
"668",2016-11-29 01:43:44,"Americas","Email","New Release",27278,0.5,"Medium",2016-11-29 09:18:22
"669",2016-12-22 10:25:58,"Australia","Server","Update",22106,0.5,"High",2016-12-22 16:34:24
"670",2016-06-22 14:14:47,"Americas","Email","Install",26019,0.5,"Medium",2016-06-22 21:28:26
"671",2016-07-16 05:21:32,"Americas","Custom Application","Service Down",26995,0.6,"Medium",2016-07-16 12:51:27
"672",2016-11-06 09:42:14,"Americas","Custom Application","Service Down",27179,0.6,"Medium",2016-11-06 17:15:13
"673",2016-11-22 22:11:27,"Americas","Email","Update",27843,0.5,"Medium",2016-11-23 05:55:30
"674",2016-03-16 13:01:29,"Americas","Custom Application","Install",23774,0.5,"High",2016-03-16 19:37:43
"675",2016-07-16 16:07:16,"Americas","Email","Update",25469,0.2,"Medium",2016-07-16 23:11:45
"676",2016-05-27 22:51:19,"Americas","Custom Application","Install",22660,0.4,"High",2016-05-28 05:08:59
"677",2016-05-31 15:33:17,"Asia","Email","Update",27906,0.6,"Medium",2016-05-31 23:18:23
"678",2016-10-19 05:15:26,"Americas","Email","Service Down",24513,0.5,"Medium",2016-10-19 12:03:59
"679",2016-12-14 23:12:49,"Europe","Server","Service Down",25768,0.6,"Medium",2016-12-15 06:22:17
"680",2016-04-01 02:31:41,"Asia","Email","Install",28544,0.3,"Medium",2016-04-01 10:27:25
"681",2016-02-27 08:14:52,"Asia","Email","Update",26803,0.5,"Medium",2016-02-27 15:41:35
"682",2016-04-25 08:04:23,"Americas","Custom Application","Update",27556,0.6,"Medium",2016-04-25 15:43:39
"683",2016-08-03 22:20:12,"Americas","Custom Application","Install",23040,0.3,"Medium",2016-08-04 04:44:12
"684",2016-07-04 07:02:23,"Americas","Custom Application","Install",30747,0.5,"Medium",2016-07-04 15:34:50
"685",2016-10-03 02:14:15,"Asia","Network","Update",29876,0.5,"Medium",2016-10-03 10:32:11
"686",2016-12-22 18:11:26,"Australia","Data Center","Update",24635,0.7,"High",2016-12-23 01:02:01
"687",2016-02-12 08:18:25,"Asia","Custom Application","Update",29832,0.6,"Medium",2016-02-12 16:35:37
"688",2016-12-28 07:11:36,"Americas","Network","Service Down",27886,0.3,"Medium",2016-12-28 14:56:22
"689",2016-05-21 01:22:58,"Asia","Network","Update",29125,0.4,"Medium",2016-05-21 09:28:23
"690",2016-11-01 04:36:32,"Europe","Custom Application","Update",28512,0.5,"Medium",2016-11-01 12:31:44
"691",2016-08-13 08:43:44,"Asia","Network","Update",28901,0.4,"Medium",2016-08-13 16:45:25
"692",2016-08-03 20:52:50,"Americas","Custom Application","Update",28285,0.5,"Medium",2016-08-04 04:44:15
"693",2016-11-01 11:47:58,"Americas","Custom Application","Update",24805,0.5,"Medium",2016-11-01 18:41:23
"694",2016-06-22 22:10:58,"Americas","Email","Update",26957,0.4,"Medium",2016-06-23 05:40:15
"695",2016-10-03 07:47:32,"Americas","Custom Application","New Release",25484,0.7,"High",2016-10-03 14:52:16
"696",2016-03-28 10:26:52,"Asia","Custom Application","Update",27327,0.6,"Medium",2016-03-28 18:02:19
"697",2016-07-08 02:50:05,"Asia","Email","Update",26434,0.4,"Medium",2016-07-08 10:10:39
"698",2016-01-24 13:57:15,"Asia","Server","Install",29165,0.7,"Medium",2016-01-24 22:03:20
"699",2016-10-16 22:00:43,"Americas","Email","Install",23850,0.2,"Medium",2016-10-17 04:38:13
"700",2016-09-05 04:27:56,"Americas","Custom Application","Service Down",27100,0.6,"Medium",2016-09-05 11:59:36
"701",2016-04-05 15:04:05,"Asia","Email","Install",25430,0.3,"Medium",2016-04-05 22:07:55
"702",2016-10-25 18:38:53,"Americas","Custom Application","Service Down",20627,0.6,"High",2016-10-26 00:22:40
"703",2016-03-20 00:08:44,"Asia","Email","Install",22268,0.4,"High",2016-03-20 06:19:52
"704",2016-10-12 07:08:26,"Americas","Custom Application","Update",23452,0.5,"Medium",2016-10-12 13:39:18
"705",2016-11-27 15:08:12,"Europe","Custom Application","Service Down",25819,0.5,"Medium",2016-11-27 22:18:31
"706",2016-10-31 20:31:46,"Europe","Custom Application","Service Down",21379,0.6,"High",2016-11-01 02:28:05
"707",2017-01-12 18:46:26,"Europe","Server","Service Down",20924,0.7,"High",2017-01-13 00:35:10
"708",2016-02-29 12:21:37,"Africa","Network","Service Down",33183,0.7,"Low",2016-02-29 21:34:40
"709",2016-11-28 13:33:11,"Americas","Email","Service Down",20709,0.3,"High",2016-11-28 19:18:20
"710",2016-07-26 10:19:38,"Asia","Network","Update",27120,0.3,"Medium",2016-07-26 17:51:38
"711",2016-11-14 04:11:03,"Europe","Custom Application","Update",23805,0.6,"High",2016-11-14 10:47:48
"712",2016-10-18 04:27:56,"Americas","Email","Service Down",28562,0.7,"Medium",2016-10-18 12:23:58
"713",2016-10-28 14:50:48,"Americas","Custom Application","Service Down",24013,0.5,"High",2016-10-28 21:31:01
"714",2016-09-06 02:12:33,"Americas","Email","Service Down",22487,0.5,"High",2016-09-06 08:27:20
"715",2016-05-16 07:37:16,"Americas","Server","Service Down",24568,0.7,"High",2016-05-16 14:26:44
"716",2016-02-29 17:51:43,"Africa","Network","Update",30546,0.3,"Low",2016-03-01 02:20:49
"717",2016-12-12 14:22:04,"Australia","Data Center","Service Down",21241,0.8,"High",2016-12-12 20:16:05
"718",2016-08-03 23:09:58,"Europe","Server","Update",20634,0.7,"High",2016-08-04 04:53:52
"719",2016-07-17 12:26:14,"Asia","Network","Update",28950,0.2,"Low",2016-07-17 20:28:44
"720",2016-06-28 15:00:44,"Americas","Custom Application","Update",25628,0.5,"Medium",2016-06-28 22:07:52
"721",2016-04-29 16:28:14,"Americas","Email","Install",26907,0.3,"Medium",2016-04-29 23:56:41
"722",2016-04-28 05:27:20,"Americas","Custom Application","Install",22846,0.5,"High",2016-04-28 11:48:06
"723",2016-04-13 15:41:43,"Asia","Email","Update",28626,0.5,"Medium",2016-04-13 23:38:49
"724",2016-11-20 05:46:25,"Europe","Custom Application","Update",23098,0.5,"High",2016-11-20 12:11:23
"725",2016-08-27 10:33:35,"Americas","Server","Service Down",20133,0.8,"High",2016-08-27 16:09:08
"726",2016-09-15 01:35:23,"Americas","Email","Update",22982,0.4,"Medium",2016-09-15 07:58:25
"727",2016-10-26 10:49:28,"Americas","Custom Application","Service Down",26144,0.5,"Medium",2016-10-26 18:05:12
"728",2017-01-03 14:40:59,"Australia","Server","Service Down",29371,0.7,"Medium",2017-01-03 22:50:30
"729",2016-12-20 14:21:22,"Europe","Custom Application","Service Down",28006,0.6,"Medium",2016-12-20 22:08:08
"730",2016-02-09 18:49:32,"Asia","Email","Install",29443,0.4,"Medium",2016-02-10 03:00:15
"731",2016-09-09 10:06:36,"Americas","Email","Service Down",27001,0.5,"Medium",2016-09-09 17:36:37
"732",2016-08-05 22:00:50,"Americas","Custom Application","Update",25817,0.5,"Medium",2016-08-06 05:11:07
"733",2016-04-20 03:19:24,"Asia","Email","Install",27442,0.4,"Medium",2016-04-20 10:56:46
"734",2016-01-30 00:17:14,"Asia","Custom Application","Install",26621,0.5,"Medium",2016-01-30 07:40:55
"735",2016-12-19 16:58:34,"Americas","Email","Update",27217,0.5,"Medium",2016-12-20 00:32:11
"736",2016-02-26 05:32:50,"Americas","Custom Application","Install",25519,0.5,"Medium",2016-02-26 12:38:09
"737",2016-04-20 01:39:55,"Americas","Server","Update",29181,0.8,"Medium",2016-04-20 09:46:16
"738",2017-01-01 16:39:57,"Europe","Custom Application","Service Down",22842,0.5,"High",2017-01-01 23:00:39
