time,movement_type,id,seconds,minutes,order
1/15/2008 10:26,Flap-Rock,URI6,1065.696,18,108
1/15/2008 10:26,Rock,URI6,1066.711,18,109
1/15/2008 10:26,Rock,URI6,1073.868,18,110
1/15/2008 10:26,Flap-Rock,URI6,1073.868,18,111
1/15/2008 10:26,Flap-Rock,URI6,1076.899,18,112
1/15/2008 10:26,Rock,URI6,1082.04,19,113
1/15/2008 10:26,Rock,URI6,1085.196,19,114
1/15/2008 10:28,Rock,URI6,1174.774,20,115
1/15/2008 10:28,Rock,URI6,1184.227,20,116
1/15/2008 10:29,Rock,URI6,1256.899,21,117
1/15/2008 10:29,Rock,URI6,1260.977,22,118
1/15/2008 10:29,Flap-Rock,URI6,1260.977,22,119
1/15/2008 10:29,Flap-Rock,URI6,1264.024,22,120
1/15/2008 10:30,Rock,URI6,1276.368,22,121
1/15/2008 10:30,Rock,URI6,1323.352,23,122
1/15/2008 10:30,Rock,URI6,1332.915,23,123
1/15/2008 10:31,Rock,URI6,1344.54,23,124
1/15/2008 10:31,Rock,URI6,1346,23,125
1/15/2008 10:31,Rock,URI6,1350.868,23,126
1/15/2008 10:31,Rock,URI6,1355.071,23,127
1/15/2008 10:31,Rock,URI6,1364.321,23,128
1/15/2008 10:31,Rock,URI6,1372.508,23,129
1/15/2008 10:31,Rock,URI6,1378.32,23,130
1/15/2008 10:31,Rock,URI6,1381.727,24,131
1/15/2008 10:31,Rock,URI6,1389.133,24,132
1/15/2008 10:32,Rock,URI6,1403.805,24,133
1/15/2008 10:32,Rock,URI6,1409.102,24,134
1/15/2008 10:32,Rock,URI6,1410.133,24,135
1/15/2008 10:32,Rock,URI6,1417.54,24,136
1/15/2008 10:32,Rock,URI6,1421.727,24,137
1/15/2008 10:32,Rock,URI6,1424.93,24,138
1/15/2008 10:32,Rock,URI6,1444.836,25,139
1/15/2008 10:32,Rock,URI6,1451.18,25,140
1/15/2008 10:32,Rock,URI6,1454.321,25,141
1/15/2008 10:33,Rock,URI6,1457.43,25,142
1/15/2008 10:33,Flap-Rock,URI6,1458.477,25,143
1/15/2008 10:33,Flap-Rock,URI6,1463.68,25,144
1/15/2008 10:33,Rock,URI6,1465.821,25,145
1/15/2008 10:33,Rock,URI6,1470.055,25,146
1/15/2008 10:33,Flap-Rock,URI6,1475.321,25,147
1/15/2008 10:33,Flap-Rock,URI6,1478.461,25,148
1/15/2008 10:33,Rock,URI6,1482.665,25,149
1/15/2008 10:33,Rock,URI6,1488.79,25,150
1/15/2008 10:34,Rock,URI6,1559.477,26,151
1/15/2008 10:34,Rock,URI6,1563.774,27,152
1/15/2008 10:34,Rock,URI6,1573.274,27,153
1/15/2008 10:35,Rock,URI6,1587.961,27,154
1/15/2008 10:35,Rock,URI6,1607.524,27,155
1/15/2008 10:35,Rock,URI6,1613.16,27,156
1/15/2008 10:35,Rock,URI6,1622.836,28,157
1/15/2008 10:35,Rock,URI6,1631.29,28,158
1/15/2008 10:36,Rock,URI6,1652.711,28,159
1/15/2008 10:36,Rock,URI6,1655.774,28,160
